,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
416,ARUNACHAL PRADESH,1942,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,
417,ARUNACHAL PRADESH,1943,Actual,164.5,46.3,286.3,322.6,656.6,712.3,688.1,501.0,727.7,155.4,43.0,22.8,4326.7,210.8,1265.4,2629.2,221.3
418,ARUNACHAL PRADESH,1943,Percentage departure,242.2,-50.2,84.3,21.6,80.3,8.3,-2.8,0.2,67.9,-22.0,17.8,-7.9,24.1,49.4,61.3,14.3,-15.1
419,ARUNACHAL PRADESH,1943,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
420,ARUNACHAL PRADESH,1944,Actual,73.1,67.0,128.4,179.9,664.6,935.9,483.6,307.4,656.1,334.8,26.0,47.5,3904.3,140.1,972.9,2383.0,408.4
421,ARUNACHAL PRADESH,1944,Percentage departure,52.0,-28.0,-17.4,-32.2,82.5,42.3,-31.7,-38.6,51.4,68.1,-28.7,91.6,12.0,-0.7,24.0,3.6,56.7
422,ARUNACHAL PRADESH,1944,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
423,ARUNACHAL PRADESH,1945,Actual,43.4,107.8,151.3,282.9,366.0,420.2,960.0,771.3,328.6,187.7,1.3,28.7,3649.3,151.2,800.2,2480.1,217.7
424,ARUNACHAL PRADESH,1945,Percentage departure,-9.7,15.8,-2.6,6.7,0.5,-36.1,35.5,54.2,-24.2,-5.8,-96.4,15.8,4.7,7.1,2.0,7.8,-16.4
425,ARUNACHAL PRADESH,1945,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
426,ARUNACHAL PRADESH,1946,Actual,1.8,73.2,141.7,238.3,631.2,448.6,1212.2,478.7,540.4,215.9,25.4,3.8,4011.2,75.1,1011.2,2679.9,245.1
427,ARUNACHAL PRADESH,1946,Percentage departure,-96.2,-21.3,-8.8,-10.2,73.4,-31.8,71.1,-4.3,24.7,8.4,-30.4,-84.6,15.1,-46.8,28.9,16.5,-5.9
428,ARUNACHAL PRADESH,1946,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
429,ARUNACHAL PRADESH,1947,Actual,37.8,68.5,158.6,460.2,494.4,650.2,1245.0,417.9,503.8,297.3,9.5,25.9,4369.1,106.3,1113.2,2816.9,332.6
430,ARUNACHAL PRADESH,1947,Percentage departure,-21.4,-26.4,2.1,73.5,35.8,-1.2,75.8,-16.4,16.2,49.2,-74.1,4.4,25.3,-24.7,41.9,22.5,27.7
431,ARUNACHAL PRADESH,1947,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,
432,ARUNACHAL PRADESH,1948,Actual,35.6,119.5,136.1,441.1,1168.6,889.5,2362.8,603.3,350.4,150.1,52.7,21.4,6331.1,155.1,1745.8,4206.0,224.2
433,ARUNACHAL PRADESH,1948,Percentage departure,-25.9,28.4,-12.4,66.3,221.0,35.2,233.6,20.6,-19.1,-24.6,44.2,-13.7,81.6,9.9,122.5,82.9,-14.0
434,ARUNACHAL PRADESH,1948,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
435,ARUNACHAL PRADESH,1949,Actual,80.1,88.1,287.4,436.9,567.2,943.9,1002.0,672.6,482.0,224.9,39.6,50.1,4874.7,168.1,1291.5,3100.5,314.6
436,ARUNACHAL PRADESH,1949,Percentage departure,66.5,-5.4,85.0,64.7,55.8,43.5,41.5,34.5,11.2,12.9,8.4,102.0,39.8,19.1,64.6,34.8,20.7
437,ARUNACHAL PRADESH,1949,No. of districts,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,,,,,
438,ARUNACHAL PRADESH,1950,Actual,38.6,92.8,205.8,425.2,274.2,,377.6,241.8,285.8,356.0,49.5,43.9,,131.4,905.2,,449.4
439,ARUNACHAL PRADESH,1950,Percentage departure,-19.6,-0.3,32.5,60.3,-24.7,,-46.7,-51.7,-34.1,78.7,35.6,77.0,,-6.9,15.4,,72.5
440,ARUNACHAL PRADESH,1950,No. of districts,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,
441,ARUNACHAL PRADESH,1951,Actual,31.8,65.3,309.9,441.0,344.5,757.8,554.7,278.5,383.7,101.8,46.2,39.1,3354.2,97.1,1095.3,1974.7,187.1
442,ARUNACHAL PRADESH,1951,Percentage departure,-33.8,-29.9,99.4,66.3,-5.4,15.2,-21.7,-44.3,-11.5,-48.9,26.6,57.7,-3.8,-31.2,39.6,-14.1,-28.2
443,ARUNACHAL PRADESH,1951,No. of districts,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
444,ARUNACHAL PRADESH,1952,Actual,17.2,24.5,189.6,151.5,235.1,276.8,320.6,481.1,368.2,257.9,43.9,29.7,2396.1,41.7,576.2,1446.7,331.5
445,ARUNACHAL PRADESH,1952,Percentage departure,-64.2,-73.7,22.0,-42.9,-35.4,-57.9,-54.7,-3.8,-15.0,29.4,20.3,19.8,-31.3,-70.5,-26.6,-37.1,27.2
446,ARUNACHAL PRADESH,1952,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
447,ARUNACHAL PRADESH,1953,Actual,56.4,106.9,236.0,214.9,314.9,409.9,512.5,245.3,449.8,,10.4,23.4,,163.3,765.8,1617.5,
448,ARUNACHAL PRADESH,1953,Percentage departure,17.3,14.8,51.9,-19.0,-13.5,-37.7,-27.6,-51.0,3.8,,-71.5,-5.6,,15.7,-2.4,-29.7,
449,ARUNACHAL PRADESH,1953,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,
450,ARUNACHAL PRADESH,1957,Actual,,,,246.9,448.9,608.1,1219.4,542.6,505.8,146.6,17.1,40.6,,,,2875.9,204.3
451,ARUNACHAL PRADESH,1957,Percentage departure,,,,-6.9,23.3,-7.6,72.2,8.5,16.7,-26.4,-53.2,63.7,,,,25.1,-21.6
452,ARUNACHAL PRADESH,1957,No. of districts,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
453,ARUNACHAL PRADESH,1958,Actual,98.4,67.5,32.9,138.5,698.6,511.2,457.7,1664.6,705.2,669.4,2.5,17.0,5063.5,165.9,870.0,3338.7,688.9
454,ARUNACHAL PRADESH,1958,Percentage departure,104.7,-27.5,-78.8,-47.8,91.9,-22.3,-35.4,232.8,62.7,236.0,-93.2,-31.4,45.2,17.5,10.9,45.2,164.4
455,ARUNACHAL PRADESH,1958,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
456,ARUNACHAL PRADESH,1959,Actual,83.2,137.9,104.5,146.4,671.8,812.9,1137.7,333.2,508.8,247.0,12.1,0.0,4195.5,221.1,922.7,2792.6,259.1
457,ARUNACHAL PRADESH,1959,Percentage departure,73.1,48.2,-32.7,-44.8,84.5,23.6,60.6,-33.4,17.4,24.0,-66.9,-100.0,20.3,56.6,17.6,21.4,-0.5
458,ARUNACHAL PRADESH,1959,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
459,ARUNACHAL PRADESH,1960,Actual,8.0,26.8,53.2,137.1,210.7,653.9,1296.8,251.3,1034.8,13.0,13.4,10.4,3709.4,34.8,401.0,3236.8,36.8
460,ARUNACHAL PRADESH,1960,Percentage departure,-83.4,-71.2,-65.8,-48.3,-42.1,-0.6,83.1,-49.8,138.8,-93.5,-63.3,-58.1,6.4,-75.3,-48.9,40.7,-85.9
461,ARUNACHAL PRADESH,1960,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
462,ARUNACHAL PRADESH,1961,Actual,50.0,204.2,289.6,181.0,492.3,595.5,738.3,547.9,256.2,260.5,57.1,3.9,3676.5,254.2,962.9,2137.9,321.5
463,ARUNACHAL PRADESH,1961,Percentage departure,4.0,119.4,86.4,-31.8,35.2,-9.5,4.2,9.5,-40.9,30.8,56.4,-84.3,5.5,80.1,22.7,-7.0,23.4
464,ARUNACHAL PRADESH,1961,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
465,ARUNACHAL PRADESH,1962,Actual,37.2,87.1,45.1,250.3,601.9,1088.8,758.1,1405.9,222.4,255.6,,,,124.3,897.3,3475.2,
466,ARUNACHAL PRADESH,1962,Percentage departure,-22.6,-6.4,-71.0,-5.6,65.3,65.5,7.0,181.1,-48.7,28.3,,,,-11.9,14.4,51.1,
467,ARUNACHAL PRADESH,1962,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,
468,ARUNACHAL PRADESH,1963,Actual,14.6,35.2,168.6,262.6,346.4,755.4,817.4,1199.3,366.4,136.4,20.0,15.7,4138.0,49.8,777.6,3138.5,172.1
469,ARUNACHAL PRADESH,1963,Percentage departure,-69.6,-62.2,8.5,-1.0,-4.9,14.8,15.4,139.8,-15.5,-31.5,-45.2,-36.7,18.7,-64.7,-0.9,36.5,-33.9
470,ARUNACHAL PRADESH,1963,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
471,ARUNACHAL PRADESH,1964,Actual,55.4,90.3,81.1,219.7,286.4,1432.8,1506.1,492.1,465.1,246.2,12.2,71.9,4959.3,145.7,587.2,3896.1,330.3
472,ARUNACHAL PRADESH,1964,Percentage departure,15.2,-3.0,-47.8,-17.2,-21.3,117.8,112.6,-1.6,7.3,23.6,-66.6,190.0,42.3,3.2,-25.2,69.4,26.8
473,ARUNACHAL PRADESH,1964,No. of districts,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
474,ARUNACHAL PRADESH,1965,Actual,37.4,120.7,103.7,254.4,306.9,404.7,315.8,351.3,172.9,51.5,72.6,4.9,2196.8,158.1,665.0,1244.7,129.0
475,ARUNACHAL PRADESH,1965,Percentage departure,-22.2,29.7,-33.3,-4.1,-15.7,-38.5,-55.4,-29.8,-60.1,-74.1,98.8,-80.2,-37.0,12.0,-15.3,-45.9,-50.5
476,ARUNACHAL PRADESH,1965,No. of districts,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,
477,ARUNACHAL PRADESH,1966,Actual,22.4,91.5,98.4,180.2,177.9,473.2,432.7,411.6,197.6,78.9,39.0,6.3,2209.6,113.8,456.5,1515.1,124.2
478,ARUNACHAL PRADESH,1966,Percentage departure,-53.4,-1.7,-36.6,-32.1,-51.1,-28.1,-38.9,-17.7,-54.4,-60.4,6.9,-74.7,-36.6,-19.3,-41.8,-34.1,-52.3
479,ARUNACHAL PRADESH,1966,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,,,,,
480,ARUNACHAL PRADESH,1967,Actual,13.3,45.5,147.9,96.6,164.0,253.1,434.5,220.8,212.8,58.5,10.0,11.5,1668.5,58.8,408.5,1121.2,80.0
481,ARUNACHAL PRADESH,1967,Percentage departure,-72.3,-51.1,-4.8,-63.6,-55.0,-61.5,-38.7,-55.8,-50.9,-70.6,-72.6,-53.5,-52.1,-58.3,-47.9,-51.2,-69.3
482,ARUNACHAL PRADESH,1967,No. of districts,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
483,ARUNACHAL PRADESH,1968,Actual,54.2,41.4,135.9,117.6,307.2,510.1,404.8,227.5,243.5,75.8,12.5,8.4,2139.0,95.7,560.7,1385.9,96.8
484,ARUNACHAL PRADESH,1968,Percentage departure,12.8,-55.5,-12.5,-55.7,-15.6,-22.5,-42.9,-54.5,-43.8,-61.9,-65.7,-66.1,-38.6,-32.2,-28.5,-39.7,-62.9
485,ARUNACHAL PRADESH,1968,No. of districts,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
486,ARUNACHAL PRADESH,1969,Actual,19.2,10.0,33.8,127.0,202.3,412.3,405.1,333.9,241.4,42.9,34.8,15.1,1877.7,29.2,363.1,1392.7,92.8
487,ARUNACHAL PRADESH,1969,Percentage departure,-60.1,-89.2,-78.3,-52.1,-44.4,-37.3,-42.8,-33.2,-44.3,-78.5,-4.6,-39.2,-46.1,-79.3,-53.7,-39.4,-64.4
488,ARUNACHAL PRADESH,1969,No. of districts,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,
489,ARUNACHAL PRADESH,1970,Actual,49.2,78.8,57.4,108.8,213.4,409.6,377.9,245.4,287.4,138.6,6.9,0.0,1973.4,128.0,379.7,1320.2,145.5
490,ARUNACHAL PRADESH,1970,Percentage departure,2.3,-15.3,-63.0,-59.0,-41.4,-37.7,-46.6,-50.9,-33.7,-30.4,-81.2,-100.0,-43.4,-9.3,-51.6,-42.6,-44.2
491,ARUNACHAL PRADESH,1970,No. of districts,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,,,,,
492,ARUNACHAL PRADESH,1971,Actual,56.0,67.8,47.1,121.8,222.4,446.0,385.5,288.2,239.6,235.1,67.8,7.3,2184.5,123.8,391.3,1359.3,310.2
493,ARUNACHAL PRADESH,1971,Percentage departure,16.6,-27.2,-69.7,-54.1,-38.9,-32.2,-45.6,-42.4,-44.7,18.0,85.8,-70.6,-37.3,-12.3,-50.1,-40.9,19.1
494,ARUNACHAL PRADESH,1971,No. of districts,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,
495,ARUNACHAL PRADESH,1972,Actual,39.2,114.2,108.3,231.5,299.5,314.4,438.3,270.7,334.5,83.3,25.9,21.5,2281.3,153.5,639.3,1357.9,130.7
496,ARUNACHAL PRADESH,1972,Percentage departure,-18.4,22.7,-30.3,-12.7,-17.7,-52.2,-38.1,-45.9,-22.8,-58.2,-28.9,-13.4,-34.6,8.7,-18.5,-41.0,-49.8
497,ARUNACHAL PRADESH,1972,No. of districts,8.0,9.0,9.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,7.0,,,,,
498,ARUNACHAL PRADESH,1973,Actual,136.4,147.1,82.3,215.3,256.5,571.1,284.8,271.3,258.3,110.2,88.9,35.4,2457.5,283.5,554.0,1385.5,234.4
499,ARUNACHAL PRADESH,1973,Percentage departure,183.7,58.1,-47.0,-18.8,-29.6,-13.2,-59.8,-45.8,-40.4,-44.7,143.4,42.6,-29.5,100.9,-29.4,-39.8,-10.0
500,ARUNACHAL PRADESH,1973,No. of districts,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,5.0,,,,,
501,ARUNACHAL PRADESH,1974,Actual,130.9,95.4,127.8,272.6,248.3,466.7,648.9,446.8,461.2,121.1,14.0,30.3,3063.9,226.3,648.7,2023.5,165.4
502,ARUNACHAL PRADESH,1974,Percentage departure,172.2,2.5,-17.7,2.8,-31.8,-29.1,-8.4,-10.7,6.4,-39.2,-61.7,22.0,-12.1,60.3,-17.3,-12.0,-36.5
503,ARUNACHAL PRADESH,1974,No. of districts,7.0,7.0,7.0,8.0,7.0,8.0,8.0,5.0,7.0,6.0,6.0,7.0,,,,,
504,ARUNACHAL PRADESH,1975,Actual,17.3,76.9,101.7,165.1,188.0,268.5,427.0,185.2,297.0,451.6,21.5,13.6,2213.3,94.2,454.8,1177.7,486.6
505,ARUNACHAL PRADESH,1975,Percentage departure,-64.1,-17.4,-34.5,-37.7,-48.4,-59.2,-39.7,-63.0,-31.5,126.7,-41.2,-45.3,-36.5,-33.3,-42.0,-48.8,86.8
506,ARUNACHAL PRADESH,1975,No. of districts,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0,,,,,
507,ARUNACHAL PRADESH,1976,Actual,8.9,112.9,168.0,229.3,210.7,506.3,375.4,357.4,177.5,139.7,87.9,45.6,2419.5,121.8,608.0,1416.7,273.1
508,ARUNACHAL PRADESH,1976,Percentage departure,-81.4,21.2,8.1,-13.5,-42.1,-23.0,-47.0,-28.5,-59.0,-29.9,140.7,83.8,-30.6,-13.7,-22.5,-38.4,4.8
509,ARUNACHAL PRADESH,1976,No. of districts,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,
510,ARUNACHAL PRADESH,1977,Actual,71.2,133.5,209.3,560.2,417.8,543.5,484.7,610.1,311.9,213.5,141.0,77.7,3774.3,204.6,1187.3,1950.2,432.2
511,ARUNACHAL PRADESH,1977,Percentage departure,48.0,43.4,34.7,111.2,14.8,-17.4,-31.6,22.0,-28.0,7.1,286.2,213.5,8.3,45.0,51.3,-15.2,65.9
512,ARUNACHAL PRADESH,1977,No. of districts,11.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,,,,,
513,ARUNACHAL PRADESH,1978,Actual,37.1,82.2,150.6,216.4,345.6,577.2,357.5,172.4,310.4,133.0,146.1,2.5,2531.0,119.3,712.6,1417.4,281.6
514,ARUNACHAL PRADESH,1978,Percentage departure,-22.8,-11.7,-3.1,-18.4,-5.1,-12.3,-49.5,-65.5,-28.4,-33.3,300.2,-89.8,-27.4,-15.5,-9.2,-38.4,8.1
515,ARUNACHAL PRADESH,1978,No. of districts,11.0,11.0,11.0,11.0,13.0,13.0,12.0,13.0,13.0,12.0,11.0,12.0,,,,,
516,ARUNACHAL PRADESH,1979,Actual,47.4,81.6,138.2,158.8,210.3,239.4,665.4,296.9,417.5,409.6,27.4,81.2,2773.6,129.0,507.2,1619.2,518.3
517,ARUNACHAL PRADESH,1979,Percentage departure,-1.4,-12.4,-11.1,-40.1,-42.2,-63.6,-6.1,-40.6,-3.7,105.6,-24.9,227.6,-20.4,-8.6,-35.4,-29.6,98.9
518,ARUNACHAL PRADESH,1979,No. of districts,5.0,4.0,5.0,5.0,5.0,4.0,12.0,11.0,12.0,6.0,7.0,6.0,,,,,
519,ARUNACHAL PRADESH,1980,Actual,65.6,130.4,251.4,372.0,245.5,530.9,514.1,544.7,367.4,185.4,7.8,0.2,3215.3,195.9,868.9,1957.1,193.3
520,ARUNACHAL PRADESH,1980,Percentage departure,36.4,40.0,61.8,40.3,-32.6,-19.3,-27.4,8.9,-15.2,-7.0,-78.7,-99.1,-7.8,38.8,10.7,-14.9,-25.8
521,ARUNACHAL PRADESH,1980,No. of districts,13.0,13.0,12.0,11.0,12.0,12.0,12.0,13.0,13.0,12.0,13.0,9.0,,,,,
522,ARUNACHAL PRADESH,1981,Actual,93.1,136.1,255.2,197.4,285.0,494.9,549.3,360.6,262.6,71.8,29.3,55.5,2790.9,229.2,737.6,1667.4,156.7
523,ARUNACHAL PRADESH,1981,Percentage departure,93.7,46.3,64.3,-25.6,-21.7,-24.8,-22.5,-27.9,-39.4,-64.0,-19.6,124.0,-19.9,62.4,-6.0,-27.5,-39.9
524,ARUNACHAL PRADESH,1981,No. of districts,13.0,11.0,12.0,11.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,,,,,
525,ARUNACHAL PRADESH,1982,Actual,6.4,100.4,151.2,335.3,241.4,429.8,593.0,197.0,526.6,82.3,53.8,62.2,2779.5,106.8,727.9,1746.4,198.3
526,ARUNACHAL PRADESH,1982,Percentage departure,-86.6,7.9,-2.7,26.4,-33.7,-34.7,-16.3,-60.6,21.5,-58.7,47.5,150.9,-20.3,-24.3,-7.2,-24.1,-23.9
527,ARUNACHAL PRADESH,1982,No. of districts,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,13.0,,,,,
528,ARUNACHAL PRADESH,1983,Actual,65.4,171.1,217.6,351.2,301.9,551.0,563.2,389.9,476.4,191.7,14.9,40.8,3335.3,236.5,870.7,1980.6,247.4
529,ARUNACHAL PRADESH,1983,Percentage departure,36.1,83.8,40.0,32.4,-17.1,-16.2,-20.5,-22.0,9.9,-3.8,-59.2,64.4,-4.3,67.6,11.0,-13.9,-5.0
530,ARUNACHAL PRADESH,1983,No. of districts,12.0,13.0,12.0,13.0,11.0,13.0,13.0,13.0,14.0,12.0,12.0,12.0,,,,,
531,ARUNACHAL PRADESH,1984,Actual,98.1,42.8,166.9,389.3,448.7,417.3,671.0,309.2,455.5,184.1,5.7,89.5,3278.0,140.8,1004.9,1853.0,279.3
532,ARUNACHAL PRADESH,1984,Percentage departure,104.0,-54.0,7.4,46.8,23.3,-36.6,-5.3,-38.2,5.1,-7.6,-84.3,260.8,-6.0,-0.2,28.1,-19.4,7.2
533,ARUNACHAL PRADESH,1984,No. of districts,12.0,10.0,13.0,11.0,14.0,14.0,12.0,12.0,13.0,13.0,13.0,12.0,,,,,
534,ARUNACHAL PRADESH,1985,Actual,54.1,81.0,255.6,347.1,345.5,506.0,657.8,326.3,502.2,116.6,25.4,48.8,3266.2,135.0,948.2,1992.2,190.7
535,ARUNACHAL PRADESH,1985,Percentage departure,12.5,-13.0,64.5,30.9,-5.1,-23.1,-7.1,-34.8,15.9,-41.5,-30.5,96.7,-6.3,-4.3,20.8,-13.4,-26.8
536,ARUNACHAL PRADESH,1985,No. of districts,14.0,14.0,13.0,12.0,13.0,14.0,14.0,13.0,13.0,13.0,14.0,13.0,,,,,
537,ARUNACHAL PRADESH,1986,Actual,19.3,90.1,122.8,335.3,101.8,402.5,453.7,355.3,387.6,176.6,36.6,14.0,2495.6,109.5,559.8,1599.1,227.2
538,ARUNACHAL PRADESH,1986,Percentage departure,-59.8,-3.2,-21.0,26.4,-72.0,-38.8,-36.0,-29.0,-10.6,-11.3,0.2,-43.5,-28.4,-22.5,-28.7,-30.5,-12.8
539,ARUNACHAL PRADESH,1986,No. of districts,14.0,14.0,12.0,13.0,13.0,14.0,14.0,14.0,13.0,12.0,12.0,10.0,,,,,
540,ARUNACHAL PRADESH,1987,Actual,3.7,72.5,147.7,352.0,230.8,501.5,754.9,558.8,646.6,101.1,24.1,39.6,3433.2,76.2,730.4,2461.9,164.8
541,ARUNACHAL PRADESH,1987,Percentage departure,-92.4,-22.1,-5.0,32.7,-36.6,-23.8,6.6,11.7,49.2,-49.3,-33.9,59.6,-1.5,-46.0,-6.9,7.0,-36.8
542,ARUNACHAL PRADESH,1987,No. of districts,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,,,,,
543,ARUNACHAL PRADESH,1988,Actual,50.9,118.3,250.7,278.9,535.9,287.0,868.1,815.6,486.3,416.4,34.2,13.1,4155.3,169.2,1065.4,2457.0,463.6
544,ARUNACHAL PRADESH,1988,Percentage departure,5.8,27.1,61.3,5.2,47.2,-56.4,22.6,63.1,12.2,109.0,-6.4,-47.2,19.2,19.9,35.8,6.8,78.0
545,ARUNACHAL PRADESH,1988,No. of districts,7.0,6.0,7.0,8.0,8.0,9.0,9.0,7.0,9.0,8.0,7.0,7.0,,,,,
546,ARUNACHAL PRADESH,1989,Actual,52.6,171.9,92.9,388.7,239.7,484.2,640.7,305.3,526.5,281.7,77.9,19.6,3281.6,224.5,721.2,1956.8,379.1
547,ARUNACHAL PRADESH,1989,Percentage departure,9.4,84.7,-40.2,46.6,-34.2,-26.4,-9.5,-39.0,21.5,41.4,113.3,-21.1,-5.9,59.1,-8.1,-14.9,45.5
548,ARUNACHAL PRADESH,1989,No. of districts,6.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,,,,,
549,ARUNACHAL PRADESH,1990,Actual,54.8,112.4,149.0,289.9,366.2,857.2,534.0,352.8,625.5,240.6,2.0,19.7,3604.0,167.2,805.1,2369.5,262.3
550,ARUNACHAL PRADESH,1990,Percentage departure,13.9,20.8,-4.1,9.3,0.6,30.3,-24.6,-29.5,44.3,20.7,-94.6,-20.4,3.4,18.4,2.6,3.0,0.7
551,ARUNACHAL PRADESH,1990,No. of districts,6.0,6.0,5.0,6.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,,,,,
552,ARUNACHAL PRADESH,1991,Actual,24.9,86.0,110.7,193.3,423.7,608.3,607.7,603.4,484.5,189.0,22.2,80.8,3434.4,110.9,727.7,2303.9,291.9
553,ARUNACHAL PRADESH,1991,Percentage departure,-48.3,-7.6,-28.7,-27.1,16.4,-7.5,-14.2,20.6,11.8,-5.1,-39.3,225.7,-1.5,-21.4,-7.3,0.2,12.0
554,ARUNACHAL PRADESH,1991,No. of districts,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,7.0,7.0,,,,,
555,ARUNACHAL PRADESH,1992,Actual,33.2,128.9,184.6,196.4,239.2,522.9,557.2,294.3,328.2,201.5,11.5,8.9,2707.0,162.1,620.3,1702.7,221.8
556,ARUNACHAL PRADESH,1992,Percentage departure,-31.0,38.5,18.8,-25.9,-34.3,-20.5,-21.3,-41.2,-24.3,1.1,-68.5,-64.2,-22.4,14.8,-20.9,-26.0,-14.8
557,ARUNACHAL PRADESH,1992,No. of districts,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,
558,ARUNACHAL PRADESH,1993,Actual,95.7,125.4,134.4,130.6,408.3,569.5,619.2,691.9,323.1,228.6,14.7,7.5,3348.9,221.1,673.3,2203.7,250.8
559,ARUNACHAL PRADESH,1993,Percentage departure,99.0,34.8,-13.5,-50.8,12.2,-13.4,-12.6,38.3,-25.4,14.7,-59.8,-69.6,-3.9,56.6,-14.2,-4.2,-3.7
560,ARUNACHAL PRADESH,1993,No. of districts,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,9.0,9.0,,,,,
561,ARUNACHAL PRADESH,1994,Actual,48.2,72.6,215.3,232.1,382.9,416.1,233.0,280.2,225.0,161.6,14.1,6.2,2287.4,120.8,830.3,1154.4,181.9
562,ARUNACHAL PRADESH,1994,Percentage departure,0.3,-22.0,38.6,-12.5,5.2,-36.7,-67.1,-44.0,-48.1,-18.9,-61.2,-75.1,-34.4,-14.4,5.8,-49.8,-30.2
563,ARUNACHAL PRADESH,1994,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,
564,ARUNACHAL PRADESH,1995,Actual,20.6,79.9,84.3,198.8,363.9,686.9,714.5,328.8,425.1,82.4,51.0,32.6,3068.8,100.5,647.1,2155.2,166.0
565,ARUNACHAL PRADESH,1995,Percentage departure,-57.1,-14.2,-45.7,-25.0,0.0,4.4,0.9,-34.3,-1.9,-58.6,39.8,31.4,-12.0,-28.8,-17.5,-6.3,-36.3
566,ARUNACHAL PRADESH,1995,No. of districts,8.0,8.0,9.0,8.0,8.0,9.0,7.0,6.0,8.0,7.0,9.0,9.0,,,,,
567,ARUNACHAL PRADESH,1996,Actual,35.7,56.2,163.6,171.4,398.2,316.2,593.0,372.1,191.2,212.5,9.1,1.4,2520.5,91.8,733.1,1472.5,223.0
